node_1,node_2,edge,chunk_id,relation,type,count
mulholland drive,50 films to see before you die,Channel 4 program ranked Mulholland Drive at number 38 in its list '50 Films to See Before You Die'.,579c87a7c9f84ec7a8c9dd3e2898300a,,,4
mulholland drive,great movies,Roger Ebert added Mulholland Drive to his canon of 'Great Movies',579c87a7c9f84ec7a8c9dd3e2898300a,,,4
david lynch,mulholland drive,Mulholland Drive is a film by David Lynch.,579c87a7c9f84ec7a8c9dd3e2898300a,,,4
film noir,mulholland drive,Mulholland Drive employs the conventions of film noir in a pure form.,579c87a7c9f84ec7a8c9dd3e2898300a,,,4
characters with guilt,mulholland drive,"The characters in Mulholland Drive have committed a crime or a sin, are immersed with guilt, and fear they're getting what they deserve.",579c87a7c9f84ec7a8c9dd3e2898300a,,,4
innocent man wrongly accused,mulholland drive,"The second description describes the central dilemma of  Mulholland Dr. Yet it floats in an uneasy psychic space, never defining who sinned.",579c87a7c9f84ec7a8c9dd3e2898300a,,,4
hitchcock's favorite plot,mulholland drive,"Another definition of film noirs is that they're about characters who have committed a crime or a sin, are immersed with guilt, and fear they're getting what they deserve.",579c87a7c9f84ec7a8c9dd3e2898300a,,,4
mulholland drive,28th greatest film ever made,"In the British Film Institute's 2012 Sight & Sound poll, Mulholland Drive was ranked the 28th greatest film ever made.",5ce0588a291d4ed2b7dc4219b20ad190,,,4
mulholland drive,8th,"Having received 40 critics' votes, it is one of only two films from the 21st century to be included in the list, along with 2000’s In the Mood for Love. The following year, Mulholland Drive was named as the greatest film of the 21st century in a poll conducted by BBC Culture.",5ce0588a291d4ed2b7dc4219b20ad190,,,4
mulholland drive,4k restoration version,The 4K restoration version of Mulholland Drive was shown in the Cannes Classics section at the 2021 Cannes Film Festival.,5ce0588a291d4ed2b7dc4219b20ad190,,,4
mulholland drive,"april 9, 2002","The film was released on VHS and DVD by Universal Studios Home Video on April 9, 2002,",5ce0588a291d4ed2b7dc4219b20ad190,,,4
mulholland drive,nick coccellato of eccentric cinema,"Nick Coccellato of Eccentric Cinema gave the film a rating of nine out of ten and the DVD release an eight out of ten,",5ce0588a291d4ed2b7dc4219b20ad190,,,4
mulholland drive,lynch objects to chapter stops,"It was released without chapter stops, a feature that Lynch objects to on the grounds that it 'demystifies' the film.",5ce0588a291d4ed2b7dc4219b20ad190,,,4
mulholland drive,lynch interview at the cannes film festival,Special features in later versions and overseas versions of the DVD include a Lynch interview at the Cannes Film Festival and highlights of the debut of the film at Cannes.,5ce0588a291d4ed2b7dc4219b20ad190,,,4
mulholland drive,studiocanal collection,"Optimum Home Entertainment released Mulholland Drive to the European market as part of its StudioCanal Collection on Blu-ray as part of its StudioCanal Collection on September 13, 2010.",d5144d8959bb48a3a41122887bb90c75,,,4
mulholland drive,thierry jousse,An introduction by Thierry Jousse is exclusive to this release.,d5144d8959bb48a3a41122887bb90c75,,,4
mulholland drive,in the blue box,A retrospective documentary featuring directors and critics is included in this release.,d5144d8959bb48a3a41122887bb90c75,,,4
making-of,mulholland drive,"Two making-of documentaries, On the Road to Mulholland Drive and Back to Mulholland Drive, are included in this release.",d5144d8959bb48a3a41122887bb90c75,,,4
mulholland drive,interviews,Several interviews with people involved in making the film are included in this release.,d5144d8959bb48a3a41122887bb90c75,,,4
the criterion collection,mulholland drive,"The Criterion Collection announced that it would release Mulholland Drive, newly restored through a 2K digital transfer,",d5144d8959bb48a3a41122887bb90c75,,,4
"october 27, 2015",mulholland drive,"...On DVD and Blu-ray on October 27, 2015,",d5144d8959bb48a3a41122887bb90c75,,,4
new interviews with the film's crew,mulholland drive,"Both of which include new interviews with the film's crew and the 2005 edition of Chris Rodley's book Lynch on Lynch,",d5144d8959bb48a3a41122887bb90c75,,,4
original trailer,mulholland drive,Along with the original trailer and other extras.,d5144d8959bb48a3a41122887bb90c75,,,4
mulholland drive,criterion's parent company janus films,"Universal has seemingly lost the film's U.S. distribution rights since, which now lie with Janus Films, Criterion's parent company.",5db05c03df7b4c31b1ef3cba104d21f7,,,4
mulholland drive,"november 16, 2021","Criterion confirmed on August 16, 2021, that Mulholland Drive will be released on November 16, 2021.",5db05c03df7b4c31b1ef3cba104d21f7,,,4
david lynch,mulholland drive,Lynch was nominated for an Academy Award for Best Director for the film.,5db05c03df7b4c31b1ef3cba104d21f7,,,4
mulholland drive,4k and blu-ray disc package,"Criterion confirmed on August 16, 2021, that Mulholland Drive will be released on November 16, 2021, as a 4K and Blu-ray disc package.",5db05c03df7b4c31b1ef3cba104d21f7,,,4
mulholland drive,best picture (drama),"The film received four Golden Globe nominations in the categories of Best Picture (Drama), Best Director, Best Screenplay and Best Original Score.",5db05c03df7b4c31b1ef3cba104d21f7,,,4
mulholland drive,new york film critics circle,The film was named Best Picture by the New York Film Critics Circle at the 2001 New York Film Critics Circle Awards and Online Film Critics Society.,5db05c03df7b4c31b1ef3cba104d21f7,,,4
