node_1,node_2,edge,chunk_id,description,count
avatar,opening weekend gross,"The movie Avatar grossed $77,025,481 over its opening weekend.",788ae060af754d4e9ddb44143c8c50da,,4
avatar,3d release,"The initial 3D release of the movie Avatar was limited to 2,200 screens.",788ae060af754d4e9ddb44143c8c50da,,4
avatar,environmentalist film,The movie Avatar became the highest opening weekend for an environmentalist film by breaking The Day After Tomorrow's record.,788ae060af754d4e9ddb44143c8c50da,,4
avatar,blizzard,A blizzard that blanketed the East Coast of the United States reportedly hurt Avatar's opening weekend results.,788ae060af754d4e9ddb44143c8c50da,,4
avatar,franchise,"The movie Avatar, not based on a franchise, topped The Incredibles as the largest domestic opening weekend for a film entirely in 3D.",788ae060af754d4e9ddb44143c8c50da,,4
avatar,december opening ever,"The movie Avatar was released internationally on more than 14,000 screens and became the second-largest December opening ever behind I Am Legend.",788ae060af754d4e9ddb44143c8c50da,,4
avatar,imax opening weekend record,"The movie Avatar set an IMAX opening weekend record with approximately $9.5 million generated by 178 theaters, which was around 3% of the screens.",788ae060af754d4e9ddb44143c8c50da,,4
avatar,$2 billion,Avatar became the first film to gross over $2 billion worldwide.,4105cdce95ba45aabbfc6f60428cbb40,,4
avatar,$700 million,Avatar became the first film to gross over $700 million in the United States and Canada.,4105cdce95ba45aabbfc6f60428cbb40,,4
avatar,number one,"Avatar remained at number one at the domestic box office for seven consecutive weeks, breaking the record of six consecutive weekends set by Titanic spent in 1997 and 1998.",4105cdce95ba45aabbfc6f60428cbb40,,4
avatar,eleven consecutive weekends,"Avatar spent eleven consecutive weekends at the top of the box office outside the United States and Canada, breaking the record of nine consecutive weekends set by Pirates of the Caribbean: Dead Man's Chest.",4105cdce95ba45aabbfc6f60428cbb40,,4
avatar,highest-grossing film of all time worldwide,"On January 25, 2010, Avatar surpassed Titanic's worldwide gross to become the highest-grossing film of all time worldwide 41 days after its international release.",4680675474624acfa5c8b2c410b91940,,4
avatar,highest-grossing film of all time in canada and the united states,"On February 2, 47 days after its domestic release, Avatar surpassed Titanic to become the highest-grossing film of all time in Canada and the United States.",4680675474624acfa5c8b2c410b91940,,4
avatar,first film to gross over $2 billion in foreign box office receipts,Avatar became the first film to gross over $2 billion in foreign box office receipts.,4680675474624acfa5c8b2c410b91940,,4
imax ticket sales,avatar,"IMAX ticket sales account for $243.3 million of its worldwide gross, more than double the previous record.",4680675474624acfa5c8b2c410b91940,,4
avatar,box office mojo,"After adjusting for the rise in average ticket prices, Avatar would be the 14th-highest-grossing film of all time in North America as estimated by Box Office Mojo.",f2db0080a4a2480cb42ee3a7f496f483,,4
avatar,north america,"Avatar's gross, after adjusting for the rise in average ticket prices, places it as the 14th-highest-grossing film of all time in North America.",f2db0080a4a2480cb42ee3a7f496f483,,4
avatar,3d,"Higher ticket prices for 3D screenings have had a significant impact on Avatar's gross, as estimated by Box Office Mojo.",f2db0080a4a2480cb42ee3a7f496f483,,4
avatar,imax,"Higher ticket prices for IMAX screenings have had a significant impact on Avatar's gross, as estimated by Box Office Mojo.",f2db0080a4a2480cb42ee3a7f496f483,,4
avatar,star wars: episode i – the phantom menace,"As of April 21, 2010, Avatar had sold approximately 75 million tickets in North American theaters, more than any other film since Star Wars: Episode I – The Phantom Menace.",f2db0080a4a2480cb42ee3a7f496f483,,4
avatar,inflation,"After adjusting for inflation to 2010 prices, Avatar's gross was surpassed by only Gone with the Wind, Titanic, and Star Wars (after Star Wars: Episode I – The Phantom Menace).",f2db0080a4a2480cb42ee3a7f496f483,,4
avatar,gone with the wind,"After adjusting for inflation to 2010 prices, Avatar's gross was surpassed by only Gone with the Wind.",f2db0080a4a2480cb42ee3a7f496f483,,4
avatar,titanic,"After adjusting for inflation to 2010 prices, Avatar's gross was surpassed by only Gone with the Wind and Titanic.",f2db0080a4a2480cb42ee3a7f496f483,,4
avatar,guinness world records,"As of 2015, according to Guinness World Records, Avatar's adjusted grosses worldwide placed it behind only Gone with the Wind.",f2db0080a4a2480cb42ee3a7f496f483,,4
avatar,significant disappointment at the box office,"Before its release, various film critics and fan communities predicted that Avatar would be a significant disappointment at the box office. This criticism was in line with predictions made for Cameron's previous blockbuster Titanic.",9a3beb0d4fa849d0aa98df52b8daa945,,4
avatar,"concept and use of 3-d ""blue cat people""",Some critics criticized Avatar's concept and use of 3D 'blue cat people'.,9a3beb0d4fa849d0aa98df52b8daa945,,4
avatar,film budget,This criticism also ranged to Avatar's film budget.,9a3beb0d4fa849d0aa98df52b8daa945,,4
the squeakquel,alvin and the chipmunks: the squeakquel,"20th Century Fox executives had decided to release Alvin and the Chipmunks: The Squeakquel alongside Avatar, calling it a 'secret weapon' to cover any unforeseeable losses at the box office.",9a3beb0d4fa849d0aa98df52b8daa945,,4
the squeakquel,avatar,"However, some critics argued that 20th Century Fox's decision to release Alvin and the Chipmunks: The Squeakquel alongside Avatar was a 'secret weapon' to cover any unforeseeable losses at the box office.",9a3beb0d4fa849d0aa98df52b8daa945,,4
engber,daniel engber,Slate magazine's Daniel Engber complimented the 3D effects of Avatar but criticized them for reminding him of certain CGI characters from the Star Wars prequel films and for having the 'uncanny valley' effect.,9a3beb0d4fa849d0aa98df52b8daa945,,4
new york times,the new york times,"The New York Times noted that 20th Century Fox executives had decided to release Alvin and the Chipmunks: The Squeakquel alongside Avatar, calling it a 'secret weapon' to cover any unforeseeable losses at the box office.",9a3beb0d4fa849d0aa98df52b8daa945,,4
expectedation,if everybody was embracing the film before the fact,"James Cameron suggested that if everybody was embracing Avatar before its release, having them go with some sense of wanting to find the answer could create an excitement and curiosity around the movie.",9a3beb0d4fa849d0aa98df52b8daa945,,4
avatar,box office success,"Analysts estimated that Avatar would be a box office success before its release, with some estimating around $60 million in opening weekend and others guessing higher due to the film's three-dimensionality, which was believed to help its box office performance given recent successful 3D films.",b525f8ea436f490db0d17c4f7ee18d1a,,4
avatar,holy grail of 3-d,"An analyst for Exhibitor Relations called Avatar 'the holy grail of 3-D' because all the newly built 3-D venues were built for this film, making it the one that would bring in significant box office revenue.",b525f8ea436f490db0d17c4f7ee18d1a,,4
hard-core science-fiction fans,avatar,"Cameron especially wanted hard-core science-fiction fans to see Avatar because he believed that the film would act on them in the way it's supposed to, in terms of taking them on an amazing journey and giving them this rich emotional experience.",83461f6bd2624d0880958538fa956066,,4
cameron,avatar,"Cameron said he felt the pressure of the predictions for Avatar, but that pressure is good for film-makers. ""It makes us think about our audiences and what the audience wants,"" he stated.",83461f6bd2624d0880958538fa956066,,4
avatar,box office success,"Cameron was aware of the sentiment that Avatar would need significant 'repeat business' just to make up for its budget and achieve box office success,",83461f6bd2624d0880958538fa956066,,4
titanic,avatar,"Cameron believed Avatar could inspire the same 'sharing' reaction as Titanic. He said that film worked because, ""When people have an experience that's very powerful in the movie theatre, they want to go share it. They want to grab their friend and bring them, so that they can enjoy it. They want to be the person to bring them the news that this is something worth having in their life.""",83461f6bd2624d0880958538fa956066,,4
cameron,audiences,"""It makes us think about our audiences and what the audience wants,"" he stated.",83461f6bd2624d0880958538fa956066,,4
avatar,titanic's worldwide gross,"debated as the one film capable of surpassing Titanic's worldwide gross, and its continued strength perplexed box office analysts.",dc824eabdb2e4ba98c200b6ca653ce59,,4
avatar,most films are considered to be healthy if they manage anything less than a 50% drop from their first weekend to their second. dipping just 11% from the first to the third is unheard of.,"Analysts predicted second place for the film's worldwide gross, but most were uncertain about it surpassing Titanic because ""Today's films flame out much faster than they did when Titanic was released."" Analysts said this as they were considering the possibility of Avatar becoming the highest-grossing film of all time.",dc824eabdb2e4ba98c200b6ca653ce59,,4
avatar,"brandon gray, president of box office mojo, believed in the film's chances of becoming the highest-grossing film of all time, though he also believed it was too early to surmise because it had only played during the holidays.",Gray said this as he was considering the possibility of Avatar becoming the highest-grossing film of all time.,dc824eabdb2e4ba98c200b6ca653ce59,,4
avatar,the dark knight,"Other films in recent years had been cited as contenders for surpassing Titanic, such as 2008's The Dark Knight,",dc824eabdb2e4ba98c200b6ca653ce59,,4
avatar,"paul dergarabedian, president of box-office analysis for hollywood.com.","Analysts said this as they were considering the possibility of Avatar becoming the highest-grossing film of all time. Dergarabedian said, ""I thought it was a miscalculation""",dc824eabdb2e4ba98c200b6ca653ce59,,4
avatar,films flame out much faster than they did when titanic was released.,Analysts said this as they were considering the possibility of Avatar becoming the highest-grossing film of all time.,dc824eabdb2e4ba98c200b6ca653ce59,,4
avatar,ticket prices,Analysts said this as they were considering the possibility of Avatar becoming the highest-grossing film of all time. They believed that the continued strength of Avatar was being aided by higher ticket prices for 3D screenings.,dc824eabdb2e4ba98c200b6ca653ce59,,4
avatar,titanic's attendance,"Analysts said this as they were considering the possibility of Avatar becoming the highest-grossing film of all time. They believed that although it was possible for Avatar to beat Titanic's worldwide gross, it was unlikely for Avatar to surpass Titanic in attendance.",dc824eabdb2e4ba98c200b6ca653ce59,,4
avatar,titanic,"He said, ""While Avatar may beat Titanic's record, it will be tough, and the film is unlikely to surpass Titanic in attendance. Ticket prices were about $3 cheaper in the late 1990s."" Cameron also mentioned that while he thought Avatar could break Titanic's record, it would be a difficult feat as Titanic ""just struck some kind of chord"". He further stated that there have been other good films in recent years, making it less likely for Avatar to surpass Titanic in attendance.",5bd688876fe4497ab3134528c480ba57,,4
avatar,time,"Cameron changed his prediction for Avatar's box office success by mid-January, stating, ""It's gonna happen. It's just a matter of time.""",5bd688876fe4497ab3134528c480ba57,,4
avatar,epic works of fantasy,"According to James Cameron, Avatar needs to compete with other epic works of fantasy such as Tolkiens and Star Wars.",5d31ba5e996e42c4a6cd2fbd62addbfa,,4
people,avatar,"People want to invest themselves in an alternate reality like Pandora, which is as detailed and rich as Avatar.",5d31ba5e996e42c4a6cd2fbd62addbfa,,4
january,weakest films,"Historically, January is the dumping ground for the year's weakest films, but Avatar defied this trend in 2010.",5d31ba5e996e42c4a6cd2fbd62addbfa,,4
epic works of fantasy,star wars,Both Avatar and Star Wars fall under the category of epic works of fantasy.,5d31ba5e996e42c4a6cd2fbd62addbfa,,4
epic works of fantasy,tolkiens,Avatar needs to compete with other epic works of fantasy like Tolkiens.,5d31ba5e996e42c4a6cd2fbd62addbfa,,4
star wars,star treks,People also want to invest themselves in alternate realities like those found in Star Wars and Star Treks.,5d31ba5e996e42c4a6cd2fbd62addbfa,,4
3d technology,film accumulated $1.3 billion in 2009,"films in 3D accumulated $1.3 billion in 2009, 'a threefold increase over 2008 and more than 10% of the total 2009 box-office gross'",af0ad77578bd4ae4a36615cc2a400556,,4
increased ticket price,3d technology,"the increased ticket price, 'an average of $2 to $3 per ticket in most markets'",af0ad77578bd4ae4a36615cc2a400556,,4
sold-out screenings,3d glasses,'the buzz' created by the new technology,af0ad77578bd4ae4a36615cc2a400556,,4
derivative of many movies in its story and themes,avatar,"The movie might be derivative of many movies in its story and themes,",af0ad77578bd4ae4a36615cc2a400556,,4
direct antecedent,avatar,but it had no direct antecedent like the other top-grossing films:,af0ad77578bd4ae4a36615cc2a400556,,4
impressive,avatar having no basis in previously established material,"Avatar's performance remarkable and even more impressive. 'The movie might be derivative of many movies in its story and themes,'",af0ad77578bd4ae4a36615cc2a400556,,4
combined production and promotion cost,film turned a net profit of $1.2 billion,"after a combined production and promotion cost of between $387 million and $437 million,",af0ad77578bd4ae4a36615cc2a400556,,4
avatar,best picture,Avatar won the New York Film Critics Online's Best Picture award.,1bd870a9792f4241a5f5eebda303350d,,4
avatar,best motion picture - drama,The 67th Golden Globe Awards honored Avatar with the Best Motion Picture - Drama award.,1bd870a9792f4241a5f5eebda303350d,,4
avatar,best director,James Cameron won the 67th Golden Globe Award for Best Director for his work on Avatar.,1bd870a9792f4241a5f5eebda303350d,,4
avatar,best cinematography,Avatar won the 82nd Academy Awards for Best Cinematography.,1bd870a9792f4241a5f5eebda303350d,,4
avatar,best art direction,Avatar won the 82nd Academy Awards for Best Art Direction.,1bd870a9792f4241a5f5eebda303350d,,4
avatar,best visual effects,"Avatar won the 82nd Academy Awards, the 67th Golden Globe Awards, and several technical categories at the Critics' Choice Awards for Best Visual Effects.",1bd870a9792f4241a5f5eebda303350d,,4
avatar,best action film,Avatar won the Critics' Choice Awards of the Broadcast Film Critics Association for Best Action Film.,1bd870a9792f4241a5f5eebda303350d,,4
avatar,production design,Avatar won the British Academy of Film and Television Arts (BAFTA) award for Production Design.,1bd870a9792f4241a5f5eebda303350d,,4
avatar,special visual effects,Avatar won the British Academy of Film and Television Arts (BAFTA) award for Special Visual Effects.,1bd870a9792f4241a5f5eebda303350d,,4
avatar,forgettable films,"Despite its financial and critical success, some journalists have questioned Avatar's cultural impact in comparison to other forgettable films. In 2014, Scott Mendelson argued that Avatar had been 'all but forgotten' due to the lack of merchandising, fandom, or any long-enduring media franchise. Mendelson further stated that most general audiences could not remember any of the film's details, such as the names of its characters or actors in the cast.",d7371ade8f714c1b8f717e9ed7b588fb,,4
avatar,3d cinema,"According to Mendelson's argument, Avatar's only achievement of note to be its popularization of 3D cinema.",d7371ade8f714c1b8f717e9ed7b588fb,,4
avatar,quality films,"Despite some journalists questioning Avatar's cultural impact, Mendelson still felt it was a quality film, saying, 'A great blockbuster movie can just be a great blockbuster movie without capturing the lunchbox market.'",d7371ade8f714c1b8f717e9ed7b588fb,,4
avatar,original auteur-specific movies,"Mendelson reflected and reversed his stance in 2022 after the box office success of the re-release, saying, 'The very things that made Avatar sometimes feel like a 'forgotten blockbuster' have inspired a skewed renewed nostalgia for its singular existence. It was just a movie, an original auteur-specific movie that prioritized top-shelf filmmaking and clockwork plotting over quotable dialogue and memes.'",d7371ade8f714c1b8f717e9ed7b588fb,,4
avatar,lack of interest in sequels,"Some have questioned if there is an audience for the film's planned sequels, believing there to be a lack of interest in the face of the multiple delays of their release dates.",f8c0fba2430c4109b4fd4920e0e87fcc,,4
avatar,popular media fandom,The film had not found a fandom in the same sense as many other popular media,f8c0fba2430c4109b4fd4920e0e87fcc,,4
avatar,cultural relevance,"In response to the trailer for Avatar's upcoming sequel and the film's re-release, journalists again questioned the cultural relevance of the film, particularly Patrick Ryan of USA Today, who said the film had 'curiously left almost no pop-culture footprint'",f8c0fba2430c4109b4fd4920e0e87fcc,,4
avatar: the way of water,successful sequel,"Avatar's success led to two sequels; this number was subsequently expanded to four. Avatar: The Way of Water (2022) grossed over $2.3 billion, becoming the highest-grossing film of 2022",f8c0fba2430c4109b4fd4920e0e87fcc,,4
avatar: the way of water,critical and audience response,received a similarly positive critical and audience response,f8c0fba2430c4109b4fd4920e0e87fcc,,4
toruk,avatar,Toruk is a stage production by Cirque du Soleil inspired by Avatar.,4376c20d628a4f879f6c4e901c406d98,,4
cirque du soleil,toruk,Cirque du Soleil created the stage production Toruk.,4376c20d628a4f879f6c4e901c406d98,,4
avatar,pandora's past,Avatar is set in Pandora's past.,4376c20d628a4f879f6c4e901c406d98,,4
prophecy,threat to the tree of souls,A prophecy concerning a threat to the Tree of Souls.,4376c20d628a4f879f6c4e901c406d98,,4
toruk,prophecy,Toruk involves a prophecy.,4376c20d628a4f879f6c4e901c406d98,,4
toruk,quest for totems,Toruk involves a quest for totems.,4376c20d628a4f879f6c4e901c406d98,,4
toruk,related to avatar',Toruk is related to Avatar.,4376c20d628a4f879f6c4e901c406d98,,4
avatar-themed attractions,"lake buena vista, florida","Avatar-themed attractions are featured at Disney's Animal Kingdom in Lake Buena Vista, Florida.",4376c20d628a4f879f6c4e901c406d98,,4
walt disney company,avatar-themed attractions,The Walt Disney Company features Avatar-themed attractions.,4376c20d628a4f879f6c4e901c406d98,,4
pandora – the world of avatar,disney's animal kingdom,Pandora – The World of Avatar is a themed land for Disney's Animal Kingdom.,4376c20d628a4f879f6c4e901c406d98,,4
pandora – the world of avatar,"lake buena vista, florida","Pandora – The World of Avatar is located at Lake Buena Vista, Florida.",4376c20d628a4f879f6c4e901c406d98,,4
steven gould,avatar expanded universe novels,Steven Gould wrote the four novels set within the 'Avatar expanded universe'.,4376c20d628a4f879f6c4e901c406d98,,4
penguin random house,avatar expanded universe novels,The books were due to be published by Penguin Random House.,4376c20d628a4f879f6c4e901c406d98,,4
