node_1,node_2,edge,chunk_id,node_3,relation,count
"may 15, 2018",black panther,"The movie Black Panther was released on Blu-ray and DVD on May 15, 2018.",83f4b30e3c4d46b6846cdd83a383be51,,,4
walt disney studios home entertainment,blu-ray,"Walt Disney Studios Home Entertainment released the movie Black Panther on Blu-ray on May 15, 2018.",83f4b30e3c4d46b6846cdd83a383be51,,,4
black panther,bonus features,The digital and Blu-ray releases of Black Panther included several bonus features.,83f4b30e3c4d46b6846cdd83a383be51,,,4
behind-the-scenes featurettes,black panther,The digital and Blu-ray releases of Black Panther included behind-the-scenes featurettes.,83f4b30e3c4d46b6846cdd83a383be51,,,4
audio commentary,black panther,The digital and Blu-ray releases of Black Panther included audio commentary.,83f4b30e3c4d46b6846cdd83a383be51,,,4
deleted scenes,black panther,The digital and Blu-ray releases of Black Panther included deleted scenes.,83f4b30e3c4d46b6846cdd83a383be51,,,4
blooper reel,black panther,The digital and Blu-ray releases of Black Panther included a blooper reel.,83f4b30e3c4d46b6846cdd83a383be51,,,4
ant-man and the wasp,black panther,The digital and Blu-ray releases of Black Panther included an exclusive look at Ant-Man and the Wasp.,83f4b30e3c4d46b6846cdd83a383be51,,,4
first ten years of the mcu,black panther,The digital and Blu-ray releases of Black Panther included a featurette on the first ten years of the MCU.,83f4b30e3c4d46b6846cdd83a383be51,,,4
netflix,black panther,The movie Black Panther was originally made available on Netflix.,83f4b30e3c4d46b6846cdd83a383be51,,,4
disney+,black panther,"The movie Black Panther was released on Disney+'s streaming service in the United States and Canada on March 4, 2020.",83f4b30e3c4d46b6846cdd83a383be51,,,4
disney regained license for the film,black panther,The movie Black Panther was removed from Netflix in March 2020 after Disney regained license for the film.,83f4b30e3c4d46b6846cdd83a383be51,,,4
sold,blu-ray and dvd releases,"As of November 11, 2018, the movie's Blu-ray and DVD releases had sold 4.2 million units.",83f4b30e3c4d46b6846cdd83a383be51,,,4
grossed,$87 million,"As of November 11, 2018, the movie's Blu-ray and DVD releases had grossed $87 million in the United States.",83f4b30e3c4d46b6846cdd83a383be51,,,4
marvel,boseman,"On November 29, 2020, Marvel changed the studio's production logo animation in the opening of the film to include images of Boseman from the film, as well as his appearances in Captain America: Civil War, Avengers: Infinity War, and Avengers: Endgame. This change was done on the Disney+ version of the film, to honor Boseman on what would have been his 44th birthday.",8061d9a9612e4668b8c12e737dc32348,,,4
black panther,marvel,Black Panther concept art and excerpts from the script were also included.,8061d9a9612e4668b8c12e737dc32348,,,4
black panther,$700.4 million,The movie Black Panther grossed $700.4 million in the United States and Canada.,ca637bbf0c3d492ebfcb7cd4daef5f50,,,4
black panther,$649.5 million,The movie Black Panther also grossed $649.5 million in other territories.,ca637bbf0c3d492ebfcb7cd4daef5f50,,,4
black panther,$1.350 billion,"As a result, the worldwide total of Black Panther's box office grosses is $1.350 billion.",ca637bbf0c3d492ebfcb7cd4daef5f50,,,4
black panther,highest-grossing solo superhero film,Black Panther holds the title of highest-grossing solo superhero film.,ca637bbf0c3d492ebfcb7cd4daef5f50,,,4
black panther,mcu,"As of now, Black Panther is the third-highest-grossing film of the MCU and superhero film overall.",ca637bbf0c3d492ebfcb7cd4daef5f50,,,4
black panther,african-american director,"Ryan Coogler, who directed Black Panther, is an African-American director, making it the highest-grossing film by an African-American director.",ca637bbf0c3d492ebfcb7cd4daef5f50,,,4
black panther,five mcu films,Black Panther becomes the fifth MCU film to surpass $1 billion.,ca637bbf0c3d492ebfcb7cd4daef5f50,,,4
black panther,$476.8 million,"The movie's net profit is calculated as $476.8 million, considering various costs and revenues.",ca637bbf0c3d492ebfcb7cd4daef5f50,,,4
black panther,highest pre-sale tickets sold on fandango,"The film had the fourth-highest pre-sale tickets sold on Fandango, and became the top pre-seller for a superhero film and for a film released in February as well as the first quarter of a year.",ea69306bab5841e283450b22f3cc48d7,,,4
black panther,top pre-seller for a film released in february as well as the first quarter of a year,"The film had the fourth-highest pre-sale tickets sold on Fandango, and became the top pre-seller for a superhero film and for a film released in February as well as the first quarter of a year.",ea69306bab5841e283450b22f3cc48d7,,,4
black panther,first quarter of a year,"The film had the fourth-highest pre-sale tickets sold on Fandango, and became the top pre-seller for a superhero film and for a film released in February as well as the first quarter of a year.",ea69306bab5841e283450b22f3cc48d7,,,4
black panther,superhero film,"The film had the fourth-highest pre-sale tickets sold on Fandango, and became the top pre-seller for a superhero film and for a film released in February as well as the first quarter of a year.",ea69306bab5841e283450b22f3cc48d7,,,4
black panther,marvel film,"The film had the fourth-highest pre-sale tickets sold on Fandango, and became the top pre-seller for a superhero film and for a film released in February as well as the first quarter of a year.",ea69306bab5841e283450b22f3cc48d7,,,4
black panther,fandango,"The film had the fourth-highest pre-sale tickets sold on Fandango,",ea69306bab5841e283450b22f3cc48d7,,,4
black panther,strong pre-sales at atom tickets,"Having strong pre-sales at Atom Tickets,",ea69306bab5841e283450b22f3cc48d7,,,4
black panther,highest number of ticket pre-sales for any superhero film at alamo drafthouse cinema,"Black Panther also had the highest number of ticket pre-sales for any superhero film at Alamo Drafthouse Cinema,",ea69306bab5841e283450b22f3cc48d7,,,4
black panther,marvel film with advanced imax ticket sales,"IMAX Entertainment CEO Greg Foster revealed that Black Panther had the most advanced IMAX ticket sales of any Marvel film,",ea69306bab5841e283450b22f3cc48d7,,,4
black panther,"fandango's pre-sales accounted for 30% of the film's united states and canada opening weekend gross, one of the largest box office shares for any film in fandango's history.","Fandango's pre-sales ultimately accounted for 30% of the film's United States and Canada opening weekend gross,",ea69306bab5841e283450b22f3cc48d7,,,4
black panther,early projections,Ranged from $80–170 million for Black Panther's opening weekend.,79a7220cff53462c8b613098d832b465,,,4
black panther,disney projected,Projected the gross to be around $150 million for Black Panther's opening weekend.,79a7220cff53462c8b613098d832b465,,,4
black panther,rival film studios,Projected the total for Black Panther's opening weekend to be as high as $180–200 million.,79a7220cff53462c8b613098d832b465,,,4
black panther,amc theatres,Became the highest-grossing film ever at 33 locations for Black Panther.,79a7220cff53462c8b613098d832b465,,,4
black panther,atom tickets,Sold more tickets for Black Panther than any other superhero film.,79a7220cff53462c8b613098d832b465,,,4
deadpool (2016),black panther,Surpassed Deadpool (2016)'s total gross on its opening day and during the four-day Presidents' Day weekend for Black Panther.,79a7220cff53462c8b613098d832b465,,,4
black panther,presidents' day weekend,Had the best Presidents' Day weekend opening for Black Panther.,79a7220cff53462c8b613098d832b465,,,4
black panther,first film to hold the number one spot at the box office for at least five weekends since avatar (2009),"In this context, 'Black Panther' and 'First film to hold the number one spot at the box office for at least five weekends since Avatar (2009)' are related as 'Black Panther' is a specific movie that fulfills the described condition.",91b23f0bcfae46c2a43515a1fdc71f52,,,4
black panther,first february release to hold the top box office spot for five weekends since wayne's world in 1992,"In this context, 'Black Panther' and 'First February release to hold the top box office spot for five weekends since Wayne's World in 1992' are related as 'Black Panther' is a specific movie that fulfills the described condition.",91b23f0bcfae46c2a43515a1fdc71f52,,,4
black panther,remained in the top ten through its tenth,"In this context, 'Black Panther' and 'Remained in the top ten through its tenth' are related as 'Black Panther' is a specific movie that fulfilled this condition.",91b23f0bcfae46c2a43515a1fdc71f52,,,4
avengers: infinity war,black panther rose back up at the box office in part because of its release,"In this context, 'Avengers: Infinity War' and 'Black Panther rose back up at the box office in part because of its release' are related as the latter movie's success caused an uptick in viewers for Black Panther.",91b23f0bcfae46c2a43515a1fdc71f52,,,4
black panther,mcu (marvel cinematic universe),"Black Panther is a film based on the Marvel Comics character of the same name, which falls under the umbrella of the MCU.",42d3b7d35c3c4b1092d7a1d36257b8b0,,,4
black panther,china,"In its fourth weekend, Black Panther opened in China with a gross of $66.5 million, becoming the film's largest market outside North America.",42d3b7d35c3c4b1092d7a1d36257b8b0,,,4
black panther,latin america region,"In its third and fourth weekends, Black Panther remained at number one across many of its 56 territories, including the entire Latin America region.",42d3b7d35c3c4b1092d7a1d36257b8b0,,,4
black panther,south africa,"Black Panther was the top film in South Africa for seven weeks, making it the highest-grossing film ever in that country.",42d3b7d35c3c4b1092d7a1d36257b8b0,,,4
black panther,west and east africa,"Black Panther became the highest-grossing film ever in West and East Africa, as well as the southern Africa region.",42d3b7d35c3c4b1092d7a1d36257b8b0,,,4
black panther,netherlands,Black Panther became the highest-grossing superhero film ever in the Netherlands.,42d3b7d35c3c4b1092d7a1d36257b8b0,,,4
black panther,live-action superhero film,"As of February 18, 2018[update], it was the best-reviewed live-action superhero film on the site, beating The Dark Knight (2008) and Iron Man (both 94%).",db51dd56ef554180a6d0c3cfb3be4081,,,4
black panther,mcu's most absorbing stories,Black Panther elevates superhero cinema to thrilling new heights while telling one of the MCU's most fully realized characters.,db51dd56ef554180a6d0c3cfb3be4081,,,4
black panther,a+ grade on an a+ to f scale,"CinemaScore gave the film an average grade of 'A+' on an A+ to F scale, the second live-action superhero film to receive that grade after Marvel's The Avengers.",db51dd56ef554180a6d0c3cfb3be4081,,,4
black panther,95% positive score,Filmgoers polled by comScore's PostTrak service gave the film a 95% positive score.,db51dd56ef554180a6d0c3cfb3be4081,,,4
black panther,88% 'definite recommend',A third of people planning to see the film again.,db51dd56ef554180a6d0c3cfb3be4081,,,4
#blackpanther and tagging of the film's twitter account,use of twitter hashtags for #blackpanther,"RelishMix reported that the use of Twitter hashtags for #BlackPanather and tagging of the film's Twitter account from those leaving the theater was the highest for a film's opening weekend, with 559,000 unique posts in one day (100,000 posts for a film is average).",db51dd56ef554180a6d0c3cfb3be4081,,,4
black panther,metacritic,"Assigned the film a score of 88 out of 100 based on 55 critics, indicating 'universal acclaim'.",db51dd56ef554180a6d0c3cfb3be4081,,,4
black panther,rotten tomatoes,"Rotten Tomatoes reported an approval rating of 96%,",db51dd56ef554180a6d0c3cfb3be4081,,,4
black panther,"critical consensus reads,","The website's critical consensus reads, 'Black Panther elevates superhero cinema to thrilling new heights while telling one of the MCU's most absorbing stories—and introducing some of its most fully realized characters.'",db51dd56ef554180a6d0c3cfb3be4081,,,4
black panther,one of the best standalone marvel films,"Critics called Black Panther one of the best standalone Marvel films, according to context provided.",3a9c418adf424e2599c5510706a8607b,,,4
black panther,one of the best marvel origin films,"Critics called Black Panther one of the best Marvel origin films, according to context provided.",3a9c418adf424e2599c5510706a8607b,,,4
black panther,a refreshing answer to the increasingly stale world of superhero cinema,"According to Peter Travers of Rolling Stone, Black Panther is a refreshing answer to the increasingly stale world of superhero cinema.",3a9c418adf424e2599c5510706a8607b,,,4
black panther,"an exhilarating triumph on every level from writing, directing, acting, production design, costumes, music, special effects to you name it","According to Peter Travers of Rolling Stone, Black Panther is an exhilarating triumph on every level from writing, directing, acting, production design, costumes, music, special effects to you name it.",3a9c418adf424e2599c5510706a8607b,,,4
black panther,superhero films that do not transcend the genre as much as they embrace it in all its respects,"According to Jamelle Bouie, Black Panther is one of the superhero films that do not transcend the genre as much as they embrace it in all its respects.",3a9c418adf424e2599c5510706a8607b,,,4
black panther,the cast,"According to Todd McCarthy of The Hollywood Reporter, the cast is one of the charismatic supporting players in Black Panther.",3a9c418adf424e2599c5510706a8607b,,,4
marvel films,one of the best standalone marvel films,"According to context provided, critics called a specific Marvel film one of the best standalone Marvel films.",3a9c418adf424e2599c5510706a8607b,,,4
marvel films,one of the best marvel origin films,"According to context provided, critics called a specific Marvel film one of the best Marvel origin films.",3a9c418adf424e2599c5510706a8607b,,,4
africans,black imagination,"Manohla Dargis praised the writing for its handling of themes related to Africans, specifically highlighting how it explored the concept of Black imagination. This highlights a relationship between the ideas of African heritage and the imaginative processes that result in cultural creation.",5f1054db3ab346e88baa0c2d70249270,,,4
black imagination,liberation,"Manohla Dargis honored Black Panther as an 'emblem of a past that was denied and a future that feels very present' due to its focus on Black imagination, creation, and liberation.",5f1054db3ab346e88baa0c2d70249270,,,4
wealthy countries,poor and oppressed,"Kenneth Turan praised the themes of the film and their exploration of what wealthy countries owe to the poor and oppressed, implying a relationship between wealth and poverty as well as the responsibilities of those in positions of power.",5f1054db3ab346e88baa0c2d70249270,,,4
isolationism,revolution,"The film 'draws energy from Coogler's sense of excitement at all he's attempting', according to Kenneth Turan, and this excitement is tied to the themes of isolationism and revolution.",5f1054db3ab346e88baa0c2d70249270,,,4
cultures of oppression,tones of whiz-bang action sequences and good humor,"Richard Roeper, writing for the Chicago Sun-Times, said audiences should watch the film if they appreciate 'finely honed storytelling with a Shakespearean core; winning performances from an enormously talented ensemble; provocative premises touching on isolationism, revolution and cultures of oppression, and oh yeah, tons of whiz-bang action sequences and good humor'",5f1054db3ab346e88baa0c2d70249270,,,4
depth,visual joy to behold,"Brian Truitt of USA Today stated, 'While the themes are deep, Black Panther is at the same time a visual joy to behold, with confident quirkiness, insane action sequences and special effects, and the glorious reveal of Wakanda'",5f1054db3ab346e88baa0c2d70249270,,,4
black panther,positivity for black community,"Many have wondered why Black Panther means so much to the Black community and why schools, churches, and organizations have come to theaters with excitement. The answer is that the movie brings a moment of positivity to a group of people often not the centerpiece of Hollywood movies..., [Racial and ethnic socialization] helps to strengthen identity and helps reduce the likelihood on internalizing negative stereotypes about one's ethnic group.",c5e65ba382f14d74b1d499a757150149,,,4
black panther,political movie,"Bouie said, 'it is fair to say that Black Panther is the most political movie ever produced by Marvel Studios, both in its very existence... And in the questions its story raises.'",c5e65ba382f14d74b1d499a757150149,,,4
black panther,movement and revolution,"Natasha Alford of The Grio called the film a 'movement, a revolution in progress, and a joy to experience all wrapped into one'",c5e65ba382f14d74b1d499a757150149,,,4
black panther,afro-futuristic and blackity-black,Jamie Broadnax of Black Girl Nerds called the film a masterpiece that is 'afro-futuristic and Blackity-black as hell. It's everything I've ever desired in a live-action version of this popular superhero and yet so much more.',c5e65ba382f14d74b1d499a757150149,,,4
black panther,african-american narratives,The film's success proves that African-American narratives can generate profits from all audiences.,9dbd29673fe64ea98084e4dc4cd7587e,,,4
black panther,institutional bias,The film challenges institutional bias through its themes.,9dbd29673fe64ea98084e4dc4cd7587e,,,4
black panther,oppressors,The film's characters take unsubtle digs at oppressors.,9dbd29673fe64ea98084e4dc4cd7587e,,,4
black panther,prismatic perspectives on black life and tradition,The film includes prismatic perspectives on Black life and tradition through its narrative.,9dbd29673fe64ea98084e4dc4cd7587e,,,4
black panther,wakanda,"In contrast to earlier Black superhero films, Wakanda in the film is steeped very specifically and purposefully in its Blackness.",9dbd29673fe64ea98084e4dc4cd7587e,,,4
black panther,future generations of black americans,"Wakanda will become a promised land for future generations of Black Americans, untroubled by the criminal horrors of our American existence.",9dbd29673fe64ea98084e4dc4cd7587e,,,4
black panther,"500-year history of african-descended people imagining freedom, land and national autonomy.","The film taps into a 500-year history of African-descended people imagining freedom, land and national autonomy.",9dbd29673fe64ea98084e4dc4cd7587e,,,4
black panther,a raisin in the sun,"Culturally, the film will be this generation's A Raisin in the Sun.",9dbd29673fe64ea98084e4dc4cd7587e,,,4
rosa parks' montgomery bus boycott,cultural moment in american black history,is an example of,9e088d68a314469ab33db3c5d20910e6,,,4
martin luther king jr.'s 'i have a dream' speech,cultural moment in american black history,is an example of,9e088d68a314469ab33db3c5d20910e6,,,4
barack obama being elected president,cultural moment in american black history,is an example of,9e088d68a314469ab33db3c5d20910e6,,,4
reactionary understanding of black liberation,revolution,"James Wilt, writing for Canadian Dimension, stated that 'at its core, Black Panther contains a fundamentally reactionary understanding of Black liberation that blatantly advocates respectability politics over revolution'",3d865a0445834bb586f2c724e763aa6c,,,4
armed resistance against oppression,white folks such as myself to feel extremely comfortable watching it',"The scene where Ross is portrayed as 'the hero' for shooting down the Wakandan ships is the film's way of approving the vanquishing of armed resistance against oppression, as stated by James Wilt, writing for Canadian Dimension.",3d865a0445834bb586f2c724e763aa6c,,,4
major african-american character and agitator for revolution,manic killer consumed by rage and violence',"Killmonger is given the 'most hideous traits imaginable [making] the only major African-American character and agitator for revolution a manic killer consumed by rage and violence', as stated by James Wilt, writing for Canadian Dimension.",3d865a0445834bb586f2c724e763aa6c,,,4
black liberation,respectability politics,"'at its core, Black Panther contains a fundamentally reactionary understanding of Black liberation that blatantly advocates respectability politics over revolution', as stated by James Wilt, writing for Canadian Dimension.",3d865a0445834bb586f2c724e763aa6c,,,4
revolution,radical internationalism,"Killmonger's role as a character is 'to discredit radical internationalism', as stated by Russell Rickford of Africa is a Country.",3d865a0445834bb586f2c724e763aa6c,,,4
islamic characters,boko haram-based group,"The only Islamic characters in the film are a Boko Haram-based group that kidnapped several girls and forced them to wear hijab, as stated by Faisal Kutty from Middle East Eye.",3d865a0445834bb586f2c724e763aa6c,,,4
black panther,comic book films,"The director of the National Academy of Sciences, Richard Loverd, believes that Black Panther will increase interest in science, technology, and Africa for young Black Americans in a way similar to how The Hunger Games films and Brave sparked girls' interest in archery. This suggests that Black Panther can be seen as a type of comic book film and that it may attract audiences who typically do not watch this genre due to its unique representation of African culture.",d8d2a242199a404ebeaa59a0f0b13bd2,,,4
black panther,representation in films,"Broadnax, a cultural critic and creator, notes that Black Panther will be significant for people who generally do not watch comic book films because they can see themselves reflected in a major way that has not been possible before. This highlights the significance of representation in popular culture and how it can bridge gaps between different communities.",d8d2a242199a404ebeaa59a0f0b13bd2,,,4
black panther,female characters,"Broadnax also mentions that the strong female characters, such as Shuri, in Black Panther will serve as an inspiration for girls. This highlights how representation can impact gender and empower women through their portrayal in popular culture.",d8d2a242199a404ebeaa59a0f0b13bd2,,,4
black panther,gate-opener opportunity,"Gil Robertson, co-founder and president of the African American Film Critics Association, called the film 'critically important' and a 'gate-opener opportunity for other Black-centered projects'.",3228b4a51a7844acbd1f5101ffbf798d,,,4
black panther,positive role models,Child development expert Deborah Gilboa felt the film would 'make a huge impact on children's spirits' by offering positive role models.,3228b4a51a7844acbd1f5101ffbf798d,,,4
black panther,black girl magic,"Scholar Marlene D. Allen felt the women of Wakanda 'are the very definition of 'Black Girl Magic', a term coined by CaShawn Thompson in 2013 'to celebrate the beauty, power, and resilience of Black women.'",3228b4a51a7844acbd1f5101ffbf798d,,,4
black panther,blaxploitation films,"Tre Johnson of Rolling Stone felt that 'after decades of trying to nail the modern Black superhero, we may finally be getting what we've asked for', with Johnson saying Black Panther felt different from the Blaxploitation films of the 1970s and the 'Blaxploitation-lite' attempts at Black superhero films in the 1990s and 2000s because it was 'respectable, imaginative and powerful', setting 'a new direction' for the depiction of Black superheroes.",3228b4a51a7844acbd1f5101ffbf798d,,,4
black panther,diverse audience,"In the film's opening weekend, 37% of audiences in the United States were African-American, according to PostTrak, compared to 35% Caucasian, 18% Hispanic, and 5% Asian. This was the most diverse audience for a superhero film ever.",3228b4a51a7844acbd1f5101ffbf798d,,,4
superhero film,most diverse audience,"according to PostTrak, compared to Caucasian, Hispanic, and Asian audiences, this superhero film had the most diverse audience ever with African-Americans making up 15% of audiences for superhero films. (African-Americans generally make up 15% of audiences for superhero films.)",3969af382ec1413d9ff5cfc8a51d9d0e,,,4
superhero film,37% caucasian,"in its second weekend, demographics were 37% Caucasian",3969af382ec1413d9ff5cfc8a51d9d0e,,,4
superhero film,33% african american,"in its second weekend, demographics were 33% African American",3969af382ec1413d9ff5cfc8a51d9d0e,,,4
superhero film,18% hispanic,"in its second weekend, demographics were 18% Hispanic",3969af382ec1413d9ff5cfc8a51d9d0e,,,4
superhero film,7% asian,"in its second weekend, demographics were 7% Asian",3969af382ec1413d9ff5cfc8a51d9d0e,,,4
black panther,children of color at the boys & girls club in harlem,"philanthropist Frederick Joseph created a GoFundMe drive to raise money for underserved children of color to see Black Panther, as it was a rare opportunity for them to see a Black major comic book character brought to film. The drive raised over $45,000, exceeding its goal, with the money also funding other programs for children in Harlem. Joseph encouraged others to create similar drives for their communities through the 'Black Panther Challenge', which resulted in 400 additional drives being started around the world and made the overall drive the largest GoFundMe in history for an entertainment event, raising over $400,00.",1eac12dcd1fd4a978176cde44b11b283,,,4
philanthropist frederick joseph,ellen degeneres show,Joseph promoted the GoFundMe drive for children of color at the Boys & Girls Club in Harlem to see Black Panther with Boseman on The Ellen DeGeneres Show.,1eac12dcd1fd4a978176cde44b11b283,,,4
black panther challenge,400 additional drives being started around the world,Joseph encouraged others to create similar drives for their communities through the 'Black Panther Challenge' resulting in 400 additional drives being started around the world.,1eac12dcd1fd4a978176cde44b11b283,,,4
gofundme drive,"celebrities such as ellen degeneres, snoop dogg, chelsea clinton, j.j. abrams, octavia spencer, and british actress jade anouka",Many celebrities offered their support and contributions to the drives for children of color at the Boys & Girls Club in Harlem through Joseph's GoFundMe drive.,1eac12dcd1fd4a978176cde44b11b283,,,4
black panther costume,smithsonian institution's national museum of african american history and culture,"In June 2018, the Smithsonian Institution's National Museum of African American History and Culture announced that they had acquired Chadwick Boseman's Black Panther costume for their collection. This addition provides a 'fuller story of Black culture and identity' by showcasing the progression of Black Americans in film and challenging the industry's past practice of regulating them to one-dimensional and marginalized figures.",66ecfb8b8874455eabbed9cea1669b60,,,4
chadwick boseman,black panther costume,"The Smithsonian Institution's National Museum of African American History and Culture acquired Chadwick Boseman's Black Panther costume in June 2018. As the lead actor in the film, Boseman's costume represents his portrayal of the titular character and adds to the museum's collection showcasing the progression of Black Americans in film.",66ecfb8b8874455eabbed9cea1669b60,,,4
smithsonian institution's national museum of african american history and culture,"shooting script signed by coogler, feige, moore, and cole","In June 2018, the Smithsonian Institution's National Museum of African American History and Culture also acquired a shooting script for Black Panther signed by director Ryan Coogler, producers Kevin Feige and Victoria Alonso, and executives Nate Moore and Jenna Cole. This addition provides further insight into the film's production process and adds to the museum's collection showcasing the progression of Black Americans in film.",66ecfb8b8874455eabbed9cea1669b60,,,4
smithsonian institution's national museum of african american history and culture,progression of black americans in film,"The Smithsonian Institution's National Museum of African American History and Culture's acquisition of items from Black Panther, including Chadwick Boseman's costume and a shooting script signed by the film's creators, provides a 'fuller story of Black culture and identity' by showcasing the progression of Black Americans in film.",66ecfb8b8874455eabbed9cea1669b60,,,4
black panther,smithsonian institution's national museum of african american history and culture,"The Smithsonian Institution's National Museum of African American History and Culture has acquired several items from the film Black Panther, including Chadwick Boseman's costume and a shooting script signed by the film's creators. This addition showcases the significance of the film in the context of the museum's collection on the progression of Black Americans in film.",66ecfb8b8874455eabbed9cea1669b60,,,4
black panther,chadwick boseman,"Chadwick Boseman played the titular character in the film Black Panther. The Smithsonian Institution's National Museum of African American History and Culture has acquired his costume for their collection, providing further insight into the role's portrayal in the context of the museum's collection showcasing the progression of Black Americans in film.",66ecfb8b8874455eabbed9cea1669b60,,,4
black panther,smithsonian institution's national museum of african american history and culture,"The Smithsonian Institution's National Museum of African American History and Culture's acquisition of items from Black Panther, including Chadwick Boseman's costume, provides a 'fuller story of Black culture and identity' by showcasing the significance of the film in the context of the museum's collection on the progression of Black Americans in film.",66ecfb8b8874455eabbed9cea1669b60,,,4
"shooting script signed by coogler, feige, moore, and cole",black panther,"Director Ryan Coogler, producers Kevin Feige and Victoria Alonso, and executives Nate Moore and Jenna Cole all signed a shooting script for Black Panther in June 2018. The Smithsonian Institution's National Museum of African American History and Culture has acquired this item for their collection, providing further insight into the film's production process.",66ecfb8b8874455eabbed9cea1669b60,,,4
walt disney studios,loyola marymount university,"In conjunction with The Hollywood Reporter's Women in Entertainment Mentorship Program, and its partner the Greater Los Angeles chapter of Big Brothers Big Sisters, Walt Disney Studios created 'The Black Panther Scholarship', worth US$250,000 for Loyola Marymount University. This scholarship, presented by Chadwick Boseman, Lupita Nyong'o, and Danai Gurira at The Hollywood Reporter's 2018 Women in Entertainment event in early December 2018, provides further insight into the impact of Black Panther beyond its cinematic release.",66ecfb8b8874455eabbed9cea1669b60,,,4
walt disney studios,chadwick boseman,"In conjunction with The Hollywood Reporter's Women in Entertainment Mentorship Program, and its partner the Greater Los Angeles chapter of Big Brothers Big Sisters, Walt Disney Studios created 'The Black Panther Scholarship', worth US$250,000 for Loyola Marymount University. This scholarship, presented by Chadwick Boseman at The Hollywood Reporter's 2018 Women in Entertainment event in early December 2018, provides further insight into the impact of Black Panther beyond its cinematic release.",66ecfb8b8874455eabbed9cea1669b60,,,4
walt disney studios,loyola marymount university,"In conjunction with The Hollywood Reporter's Women in Entertainment Mentorship Program, and its partner the Greater Los Angeles chapter of Big Brothers Big Sisters, Walt Disney Studios created 'The Black Panther Scholarship', worth US$250,000 for Loyola Marymount University. This scholarship provides further insight into the impact of Black Panther beyond its cinematic release in the context of the university's educational programs.",66ecfb8b8874455eabbed9cea1669b60,,,4
africa,western colonialism,"While the country of Wakanda in Black Panther is fictional, its politics are very real. The end of colonialism did not end Western tampering in Africa's politics, as discussed by Dwayne Wong (Omowale) writing in HuffPost.",8428c44fd19d4e68b8dd1d267f226d17,,,4
africa,afro-minorities today,"The struggle between T'Challa and Killmonger in Black Panther represents the collision of 'what it means to be African' and 'what Africa means to Afro-minorities today', according to Carlos Rosario Gonzalez of Bam! Smack! Pow!",8428c44fd19d4e68b8dd1d267f226d17,,,4
wakanda,africa without western colonialism,"In this view, Wakanda represents Africa without Western colonialism, as discussed by Carlos Rosario Gonzalez of Bam! Smack! Pow!",8428c44fd19d4e68b8dd1d267f226d17,,,4
killmonger,wakanda's resources,"Killmonger wants to use Wakanda's resources to become a colonizer of the West, as discussed by Carlos Rosario Gonzalez of Bam! Smack! Pow!",8428c44fd19d4e68b8dd1d267f226d17,,,4
wakanda,conservative ways,"Wakanda's conservative ways created the very problem that sought to destroy them, Erik Killmonger, as discussed by Carlos Rosario Gonzalez of Bam! Smack! Pow!",8428c44fd19d4e68b8dd1d267f226d17,,,4
history,africa,"The villain, to the extent that the term applies, is history itself, as discussed by Jelani Cobb writing in The New Yorker.",8428c44fd19d4e68b8dd1d267f226d17,,,4
t'challa,five centuries of african exploitation at the hands of the west,"T'Challa represents 'dueling responses to five centuries of African exploitation at the hands of the West', as discussed by Jelani Cobb writing in The New Yorker.",8428c44fd19d4e68b8dd1d267f226d17,,,4
killmonger,five centuries of african exploitation at the hands of the west,"The villain, to the extent that the term applies, is history itself. Killmonger's actions show us that 'we can sometimes inevitably become what we seek to destroy', as discussed by Jelani Cobb writing in The New Yorker.",8428c44fd19d4e68b8dd1d267f226d17,,,4
invented nation in africa,africa,set about plundering its people and its resources,3eb9e42810694b80a5ea14c24754b969,,,4
wakanda,european creation,offering 'the same destructive myths',e26aa07e342a4ac9994f9837255198b1,,"portrayed as being divided and tribalized with a wealthy and feuding elite without a means of succession beyond lethal combat, still essentially a European creation",4
black empowerment,movement for black lives,"In 2018, a world home to both the Movement for Black Lives and a president who identifies white supremacists as fine people, we are given a movie about Black empowerment where the only redeemed Blacks are African nobles safeguard virtue and goodness against the threat not of white Americans or Europeans, but a Black American",46dc26bf9d7b4c2c8c843c98f225f828,,,4
black empowerment,president donald trump,"In 2018, a world home to both the Movement for Black Lives and a president who identifies white supremacists as fine people, we are given a movie about Black empowerment where the only redeemed Blacks are African nobles safeguard virtue and goodness against the threat not of white Americans or Europeans, but a Black American",46dc26bf9d7b4c2c8c843c98f225f828,,,4
black empowerment,white supremacists,"In 2018, a world home to both the Movement for Black Lives and a president who identifies white supremacists as fine people, we are given a movie about Black empowerment where the only redeemed Blacks are African nobles safeguard virtue and goodness against the threat not of white Americans or Europeans, but a Black American",46dc26bf9d7b4c2c8c843c98f225f828,,,4
black empowerment,"t'chaka's ""cruelty""","In 2018, a world home to both the Movement for Black Lives and a president who identifies white supremacists as fine people, we are given a movie about Black empowerment where the only redeemed Blacks are African nobles safeguard virtue and goodness against the threat not of white Americans or Europeans, but a Black American. Killmonger's anger at T'Chaka's ""cruelty"" is understandable in this context.",46dc26bf9d7b4c2c8c843c98f225f828,,,4
