node_1,node_2,edge,chunk_id,edge_1,count
duke leto,sympathy during paul's concerns,"Is depicted alongside Paul's concerns about being leader, according to Edwardo Pérez.",a6203657155847908b5e8fa92add6a5e,,4
fremen culture,paul's perspective,"framed Fremen society through Paul's perspective, which constrained the Oriental in 'dominating frameworks'",e695a05da2364723ba4cf4553facf2d4,,4
arab and oriental elements,eliminated for the story,as part of adjusting the source material for a 'culturally-aware and race-conscious 21st century audience',e695a05da2364723ba4cf4553facf2d4,,4
fremen lexicon,arabic words from the fremen lexicon in the film,disliked usage of a few,e695a05da2364723ba4cf4553facf2d4,,4
princess irulan's original historical epigraphs,chani's narration,replacing in the book,e695a05da2364723ba4cf4553facf2d4,,4
ecology and elements from mena cultures,downplays in favor of the chosen one storytelling trope,[240],e695a05da2364723ba4cf4553facf2d4,,4
key characters' gender and racial changes,"changes made in the adaptation of dune to film and isaac asimov's foundation to a television series, particularly",[241],e695a05da2364723ba4cf4553facf2d4,,4
space opera genre,villeneuve cinematographically expresses the story of paul using elements,[242],e695a05da2364723ba4cf4553facf2d4,,4
ridley scott,blade runner (1982) and alien (1979),follows in the steps of director,e695a05da2364723ba4cf4553facf2d4,,4
dune: part two,warner bros.,"Following the film’s success, Warner Bros. And Legendary Pictures officially greenlit Dune: Part Two in October 2021.",0c58925ee46147f2817c4a6cd59f9118,,4
dune: part two,legendary pictures,"Following the film’s success, Warner Bros. And Legendary Pictures officially greenlit Dune: Part Two in October 2021.",0c58925ee46147f2817c4a6cd59f9118,,4
dune: part two,villeneuve,"Villeneuve intended to make a two-part adaptation of the novel, and by November 2019, Jon Spaihts left his position as showrunner on Dune: Prophecy to focus on writing the sequel film.",0c58925ee46147f2817c4a6cd59f9118,,4
jon spaihts,dune: prophecy,Spaihts left his position as showrunner on Dune: Prophecy to focus on writing the sequel film.,0c58925ee46147f2817c4a6cd59f9118,,4
villeneuve,jon spaihts,"Villeneuve intended to make a two-part adaptation of the novel, and by November 2019, Jon Spaihts left his position as showrunner on Dune: Prophecy to focus on writing the sequel film.",0c58925ee46147f2817c4a6cd59f9118,,4
dune: part two,casting,"Additional casting lasting from March to July 2022, and concluding by January 2023.",0c58925ee46147f2817c4a6cd59f9118,,4
dune: part two,preliminary filming,"Preliminary filming began in Italy by early July 2022, and concluded that December.",0c58925ee46147f2817c4a6cd59f9118,,4
dune: part two,film release,"The film was released on March 1, 2024.",0c58925ee46147f2817c4a6cd59f9118,,4
dune: part two,world premiere,The world premiere took place at Odeon Luxe Leicester Square in London on February 15.,0c58925ee46147f2817c4a6cd59f9118,,4
dune messiah,villeneuve,Villeneuve expressed interest in making a third film based on Dune Messiah.,a58943521cef4cafa34a933ae6f5c1e1,,4
success of dune: part two,possibility for the film,"The possibility for the film depended on the success of Dune: Part Two, as expressed by Villeneuve.",a58943521cef4cafa34a933ae6f5c1e1,,4
villeneuve,dune: part two,Spaihts also reiterated in March 2022 that Villeneuve had plans for a third film as well as the television spin-off series Dune: Prophecy.,a58943521cef4cafa34a933ae6f5c1e1,,4
villeneuve,dune trilogy,Villeneuve declared his intentions for the film to serve as the conclusion of his Dune trilogy.,a58943521cef4cafa34a933ae6f5c1e1,,4
script,villeneuve,Villeneuve began developing a script by 2023.,a58943521cef4cafa34a933ae6f5c1e1,,4
satisfaction,hollywood's tendency,"Citing Hollywood’s tendency of focusing on release dates over quality, Villeneuve said the script was 'almost finished' but also wanted to take time to ensure his satisfaction.",a58943521cef4cafa34a933ae6f5c1e1,,4
music,hans zimmer,"Ahead of Dune: Part Two’s release, Hans Zimmer revealed he was already writing music for a third film.",a58943521cef4cafa34a933ae6f5c1e1,,4
dune: the sisterhood,legendary television,"In June 2019, Legendary Television announced it is producing a spin-off series, Dune: The Sisterhood, for WarnerMedia's streaming service, HBO Max.",bcc73039e7424757b21924bcc3dbf46a,,4
hbo max,dune: the sisterhood,"Legendary Television announced it is producing a spin-off series, Dune: The Sisterhood, for WarnerMedia's streaming service, HBO Max.",bcc73039e7424757b21924bcc3dbf46a,,4
warnermedia's streaming service,dune: the sisterhood,"Legendary Television announced it is producing a spin-off series, Dune: The Sisterhood, for WarnerMedia's streaming service, HBO Max.",bcc73039e7424757b21924bcc3dbf46a,,4
dune: the sisterhood,bene gesserit,The series serves as a prequel to the film and centers on the Bene Gesserit.,bcc73039e7424757b21924bcc3dbf46a,,4
villeneuve,dune: the sisterhood,"Initially, Villeneuve was going to direct the series' pilot,",bcc73039e7424757b21924bcc3dbf46a,,4
spaihts,dune: the sisterhood,Spaihts wrote the screenplay and Dana Calvo as showrunner for the series.,bcc73039e7424757b21924bcc3dbf46a,"In June 2019, Legendary Television announced it is producing a spin-off series, Dune: The Sisterhood, for WarnerMedia's streaming service, HBO Max.",4
brian herbert,dune: the sisterhood,"Brian Herbert, Byron Merritt, and Kim Herbert are executive producers along with Spaihts and Villeneuve.",bcc73039e7424757b21924bcc3dbf46a,"In June 2019, Legendary Television announced it is producing a spin-off series, Dune: The Sisterhood, for WarnerMedia's streaming service, HBO Max.",4
diane ademu-john,dune: the sisterhood,"In July 2021, Diane Ademu-John took over as showrunner.",bcc73039e7424757b21924bcc3dbf46a,The series was put on hiatus in February 2023 as Renck exited the project.,4
travis fimmel,dune: the sisterhood,Travis Fimmel joined the cast in November 2022.,bcc73039e7424757b21924bcc3dbf46a,The series was put on hiatus in February 2023 as Renck exited the project.,4
johan renck,dune: the sisterhood,Johan Renck directed the first two episodes.,bcc73039e7424757b21924bcc3dbf46a,The series was put on hiatus in February 2023 as Renck exited the project.,4
dune: the sisterhood,legendary television,"In November 2019, Spaihts left the series as writer to focus on the sequel film.",bcc73039e7424757b21924bcc3dbf46a,"Initially, Villeneuve was going to direct the series' pilot,",4
dune: the sisterhood,warnermedia's streaming service,"In April 2022, it was announced that production was put on hiatus as Renck exited the project.",bcc73039e7424757b21924bcc3dbf46a,The series was put on hiatus in February 2023 as Renck exited the project.,4
dune: the sisterhood,hbo max,"In November 2023, it was announced that production was put on hiatus as Renck exited the project.",bcc73039e7424757b21924bcc3dbf46a,The series was put on hiatus in February 2023 as Renck exited the project.,4
dune: the sisterhood,spaihts,"In November 2019, Spaihts left the series as writer to focus on the sequel film.",bcc73039e7424757b21924bcc3dbf46a,"Initially, Villeneuve was going to direct the series' pilot,",4
dune: the sisterhood,villeneuve,"Spaihts and Villeneuve remain as executive producers along with Brian Herbert, Byron Merritt, and Kim Herbert.",bcc73039e7424757b21924bcc3dbf46a,"Initially, Villeneuve was going to direct the series' pilot,",4
dune: the sisterhood,brian herbert,"Spaihts and Villeneuve remain as executive producers along with Brian Herbert, Byron Merritt, and Kim Herbert.",bcc73039e7424757b21924bcc3dbf46a,"Initially, Villeneuve was going to direct the series' pilot,",4
dune: the sisterhood,byron merritt,"Spaihts and Villeneuve remain as executive producers along with Brian Herbert, Byron Merritt, and Kim Herbert.",bcc73039e7424757b21924bcc3dbf46a,"Initially, Villeneuve was going to direct the series' pilot,",4
dune: the sisterhood,kim herbert,"Spaihts and Villeneuve remain as executive producers along with Brian Herbert, Byron Merritt, and Kim Herbert.",bcc73039e7424757b21924bcc3dbf46a,"Initially, Villeneuve was going to direct the series' pilot,",4
dune: the sisterhood,legendary television,"In November 2023, it was announced that production was put on hiatus as Renck exited the project.",bcc73039e7424757b21924bcc3dbf46a,The series was put on hiatus in February 2023 as Renck exited the project.,4
